Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS5490RES200mN1607200E728000,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,2,0.2,0.1,0.6,0.1,33254.2,55.1,0,0.7,0,0.2,0.1,0.4,0,0,0.1,0,0.1,0.2,0.1,0.2,0.5,0.3,0.3,0.2,0,0.3,0.7,97220
CRS5490RES200mN1607200E728400,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,22,2.5,1.1,6.2,1.5,365795.9,606.4,0.3,7.8,0.1,2.3,1.2,4.4,0.1,0,0.8,0.3,1.3,2.2,1.3,2.5,5.2,3.6,2.8,2,0,3.2,8.1,97220
CRS5490RES200mN1607200E728600,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,8,0.9,0.4,2.3,0.5,133016.7,220.5,0.1,2.8,0,0.8,0.4,1.6,0.1,0,0.3,0.1,0.5,0.8,0.5,0.9,1.9,1.3,1,0.7,0,1.2,2.9,97220
CRS5490RES200mN1607200E728800,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,7,0.8,0.3,2,0.5,116389.6,193,0.1,2.5,0,0.7,0.4,1.4,0.1,0,0.3,0.1,0.4,0.7,0.4,0.8,1.7,1.1,0.9,0.6,0,1,2.6,97220
CRS5490RES200mN1607200E729000,0,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017712,45,12,1,15,1,927599.5,1583.5,4,18,0,3,1,6,12,0,2,1,1,2,3,8,10,11,3,4,0,7,22,97220
CRS5490RES200mN1607200E729200,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,25,3.9,1.3,7.1,2.1,422262.9,790.6,0.8,9.1,0.2,2.1,1.9,5.4,0.3,0,0.4,0.1,1.4,1.8,2.2,2.5,6.7,4.5,3.3,2,0.1,3.5,9.9,97220
CRS5490RES200mN1607200E729400,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,6,0.9,0.3,1.7,0.5,101343.1,189.8,0.2,2.2,0,0.5,0.5,1.3,0.1,0,0.1,0,0.3,0.4,0.6,0.6,1.6,1.1,0.8,0.5,0,0.8,2.4,9722097232
CRS5490RES200mN1607200E729800,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,1,0.2,0.1,0.3,0.1,16890.5,31.6,0,0.4,0,0.1,0.1,0.2,0,0,0,0,0,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0,0.1,0.4,97232
CRS5490RES200mN1607200E730000,1,CRS5490RES1000mN1607000E730000,1,CRS5490RES2000mN1606000E730000,398326,19,3.2,0.9,5.7,1.4,331861,704.1,1.1,6.1,0,0.4,0.9,5.9,0,0,0.2,0.2,2,3.2,1.3,2.3,4.1,3.2,1.4,1.1,0,2,7.2,97232
CRS5490RES200mN1607200E730600,1,CRS5490RES1000mN1607000E730000,1,CRS5490RES2000mN1606000E730000,398326,4,0.7,0.2,1.2,0.3,69865.5,148.2,0.2,1.3,0,0.1,0.2,1.2,0,0,0,0,0.4,0.7,0.3,0.5,0.9,0.7,0.3,0.2,0,0.4,1.5,97232
CRS5490RES200mN1607200E731800,1,CRS5490RES1000mN1607000E731000,1,CRS5490RES2000mN1606000E730000,398326,6,1,0.3,1.8,0.4,104798.2,222.4,0.4,1.9,0,0.1,0.3,1.9,0,0,0.1,0.1,0.6,1,0.4,0.7,1.3,1,0.4,0.4,0,0.6,2.3,97232
CRS5490RES200mN1607200E732000,1,CRS5490RES1000mN1607000E732000,0,CRS5490RES2000mN1606000E732000,1017721,1,0.1,0,0.3,0,28171.4,39.6,0,0.4,0,0,0.1,0.3,0,0,0,0,0.1,0,0.1,0.1,0.2,0.2,0.3,0,0,0.1,0.4,97232
CRS5490RES200mN1607200E732600,1,CRS5490RES1000mN1607000E732000,0,CRS5490RES2000mN1606000E732000,1017721,3,0.4,0.1,1,0.1,84514.2,118.9,0.1,1,0,0.1,0.2,0.8,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.5,0.7,0.9,0.1,0,0.2,1.1,97232
CRS5490RES200mN1607200E733000,1,CRS5490RES1000mN1607000E733000,1,CRS5490RES2000mN1606000E732000,398344,1,0.4,0,0.4,0.1,24824.4,88.8,0,0.7,0.1,0.2,0.2,0.2,0,0,0,0,0,0.1,0,0,0.3,0.1,0.4,0.1,0,0.2,0.7,97232
CRS5490RES200mN1607200E733200,1,CRS5490RES1000mN1607000E733000,1,CRS5490RES2000mN1606000E732000,398344,2,0.9,0,0.7,0.2,49648.8,177.5,0,1.4,0.2,0.3,0.4,0.5,0,0,0,0,0,0.2,0.1,0,0.6,0.1,0.8,0.2,0,0.3,1.4,97232
CRS5490RES200mN1607200E733400,1,CRS5490RES1000mN1607000E733000,1,CRS5490RES2000mN1606000E732000,398344,1,0.4,0,0.4,0.1,24824.4,88.8,0,0.7,0.1,0.2,0.2,0.2,0,0,0,0,0,0.1,0,0,0.3,0.1,0.4,0.1,0,0.2,0.7,97232
CRS5490RES200mN1607400E707200,1,CRS5490RES1000mN1607000E707000,0,CRS5490RES1000mN1607000E707000,1017553,1,0.3,0,0.3,0,21969.5,40.5,0.2,0.4,0,0.1,0.2,0.3,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0.1,0.6,97202
CRS5490RES200mN1607400E707800,1,CRS5490RES1000mN1607000E707000,0,CRS5490RES1000mN1607000E707000,1017553,6,2.1,0.2,1.6,0.2,131817.3,242.8,0.9,2.6,0.2,0.2,1.2,1.9,0,0,0,0,0.2,0.2,0.5,0.7,1.4,1.1,1.4,0.5,0,0.7,3.5,9720297231
CRS5490RES200mN1607400E708000,0,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017570,62,9,0,18,5,1466152.6,2224,13,16,0,1,4,15,9,0,2,2,0,4,5,6,15,19,7,2,0,10,29,9723197202
CRS5490RES200mN1607400E708200,0,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017567,35,5,0,9,2,981799.6,1261.1,5,12,0,1,9,6,1,0,1,0,2,2,1,5,10,5,8,1,0,7,17,97231
CRS5490RES200mN1607400E708400,1,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017563,6,1,0.1,2,0.3,152962.4,247,0.2,2.6,0.2,0,0.5,1.7,0.4,0,0.2,0.1,0.2,0.3,0.4,0.4,2,0.9,1.3,0.2,0,0.6,2.8,97231
CRS5490RES200mN1607400E708600,0,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017565,22,6,0,7,1,617750.3,1111.2,4,9,1,0,1,9,2,0,0,2,0,1,0,0,7,9,2,1,0,2,13,97231
CRS5490RES200mN1607400E709600,1,CRS5490RES1000mN1607000E709000,0,CRS5490RES1000mN1607000E709000,1017561,2,0.3,0,0.8,0.3,62483.6,101.1,0.1,0.8,0,0,0,0.6,0.3,0,0,0,0.1,0.3,0.1,0.1,0.6,0.3,0.4,0.1,0,0.2,0.9,97231
CRS5490RES200mN1607400E709800,1,CRS5490RES1000mN1607000E709000,0,CRS5490RES1000mN1607000E709000,1017561,32,4.2,0,12.1,4.2,999736.8,1618,2.4,12.7,0,0,0.6,9.7,4.8,0,0.6,0,1.2,4.2,2.4,1.2,9.7,5.4,6.1,1.2,0,2.4,15.1,97231
CRS5490RES200mN1607400E711400,1,CRS5490RES1000mN1607000E711000,0,CRS5490RES2000mN1606000E710000,1017579,17,2.4,0.6,5.5,1.2,494216.4,639.8,1,6.3,0,0.6,2,3.9,0.8,0,1.7,0.6,0.8,1,0.6,2.1,4.7,1.8,2.5,1,0.2,1.2,7.3,97231
CRS5490RES200mN1607400E711600,0,CRS5490RES1000mN1607000E711000,0,CRS5490RES2000mN1606000E710000,1017581,47.5,10,2,7,4,1136273.8,1621.1,9,12,0,1,8,10,2,0,0.5,2.5,7.5,4,1,9,11,4,8,0,0,5,21,97231
CRS5490RES200mN1607400E712000,0,CRS5490RES1000mN1607000E712000,1,CRS5490RES2000mN1606000E712000,1017587,26,3,0,12,0,690138.3,1219.2,1,11,0,0,0,11,1,0,0,0,0,3,0,4,8,7,4,0,0,1,12,97231
CRS5490RES200mN1607400E712200,0,CRS5490RES1000mN1607000E712000,1,CRS5490RES2000mN1606000E712000,1017588,47,0,1,13,2,1670996.9,1826,1,14,0,0,0,15,0,0,2,2,4,8,3,3,17,6,2,0,0,0,15,97231
CRS5490RES200mN1607400E713000,1,CRS5490RES1000mN1607000E713000,1,CRS5490RES2000mN1606000E712000,398272,3,0.4,0.2,0.9,0.1,72928.5,116.2,0,1.2,0,0.1,0.2,0.8,0.1,0,0.2,0,0.2,0.5,0.1,0.2,1,0.4,0.4,0,0,0.3,1.2,97231
CRS5490RES200mN1607400E713200,1,CRS5490RES1000mN1607000E713000,1,CRS5490RES2000mN1606000E712000,398272,6,0.7,0.3,1.9,0.2,145856.9,232.4,0,2.4,0,0.2,0.5,1.5,0.2,0,0.4,0.1,0.3,0.9,0.2,0.5,2,0.8,0.8,0,0,0.6,2.4,97231
CRS5490RES200mN1607400E714200,1,CRS5490RES1000mN1607000E714000,0,CRS5490RES2000mN1606000E714000,1017591,17,2.5,0.3,3.1,0.8,385878.8,774.9,1.7,5.8,0,1.1,0.5,4.2,1.7,0,0.5,0,1,1.8,0.8,2.8,5.6,2.2,1.7,0.6,0,2,7.5,97231
CRS5490RES200mN1607400E714400,1,CRS5490RES1000mN1607000E714000,0,CRS5490RES2000mN1606000E714000,1017591,8,1.2,0.1,1.4,0.4,181590,364.7,0.8,2.7,0,0.5,0.2,2,0.8,0,0.3,0,0.5,0.8,0.4,1.3,2.6,1,0.8,0.3,0,0.9,3.5,97231
CRS5490RES200mN1607400E715800,1,CRS5490RES1000mN1607000E715000,1,CRS5490RES2000mN1606000E714000,398270,1,0.1,0,0.3,0.1,22801.1,47.6,0,0.4,0,0,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0.3,0.2,0.1,0.1,0,0.1,0.4,97221
CRS5490RES200mN1607400E717000,0,CRS5490RES1000mN1607000E717000,1,CRS5490RES2000mN1606000E716000,1017594,39,14,2,7,4,462532,1223.9,9,12,0,1,6,13,1,9,0,2,0,4,4,2,10,10,4,3,0,13,21,97221
CRS5490RES200mN1607400E717200,0,CRS5490RES1000mN1607000E717000,1,CRS5490RES2000mN1606000E716000,1017595,41,16,0,14,7,614565,1707,0,27,0,1,17,9,0,0,0,0,2,2,0,5,11,11,7,3,0,14,27,97221
CRS5490RES200mN1607400E717400,0,CRS5490RES1000mN1607000E717000,1,CRS5490RES2000mN1606000E716000,1017593,41,12,1,7,5,663161.9,1286,11,10,1,0,5,15,0,0,5,1,3,4,1,9,7,6,3,2,0,8,21,97221
CRS5490RES200mN1607400E719400,1,CRS5490RES1000mN1607000E719000,1,CRS5490RES2000mN1606000E718000,398278,1,0.1,0,0.4,0,26496,38.4,0.1,0.3,0,0,0.3,0.1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.3,0.1,0,0.1,0.4,97221
CRS5490RES200mN1607400E720600,1,CRS5490RES1000mN1607000E720000,0,CRS5490RES1000mN1607000E720000,1017627,1,0.1,0,0.3,0.1,28779.3,38.8,0,0.4,0,0,0,0.4,0,0,0,0,0.1,0.2,0,0.1,0.3,0.1,0.2,0,0,0.1,0.4,97221
CRS5490RES200mN1607400E721000,1,CRS5490RES1000mN1607000E721000,0,CRS5490RES1000mN1607000E721000,1017625,9,1.1,0.6,1.8,1.1,173263.3,317.2,0.4,3.1,0.2,0,0,3.3,0,0,0.2,0.5,0.7,0.7,1.1,0.6,2.2,1.7,1.1,0.2,0,0.9,3.5,97221
CRS5490RES200mN1607400E721800,1,CRS5490RES1000mN1607000E721000,0,CRS5490RES1000mN1607000E721000,1017625,13,1.6,0.8,2.7,1.6,250269.2,458.2,0.5,4.5,0.2,0,0,4.8,0,0,0.3,0.8,1,1,1.6,0.8,3.2,2.4,1.6,0.3,0,1.3,5,97221
CRS5490RES200mN1607400E722400,1,CRS5490RES1000mN1607000E722000,0,CRS5490RES1000mN1607000E722000,1017638,2,0.1,0.1,0.6,0.2,44918,71.1,0,0.7,0,0,0.1,0.6,0,0,0.1,0,0.1,0.2,0.2,0.1,0.6,0.4,0.3,0,0,0.2,0.7,97221
CRS5490RES200mN1607400E722600,1,CRS5490RES1000mN1607000E722000,0,CRS5490RES1000mN1607000E722000,1017638,4,0.2,0.2,1.1,0.3,89836,142.3,0.1,1.4,0,0.1,0.1,1.3,0,0,0.2,0.1,0.2,0.4,0.4,0.3,1.1,0.8,0.5,0,0,0.4,1.5,97221
CRS5490RES200mN1607400E722800,1,CRS5490RES1000mN1607000E722000,0,CRS5490RES1000mN1607000E722000,1017638,1,0.1,0,0.3,0.1,22459,35.6,0,0.4,0,0,0.1,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0,0,0.1,0.4,97221
CRS5490RES200mN1607400E723000,1,CRS5490RES1000mN1607000E723000,0,CRS5490RES1000mN1607000E723000,1017652,9,1.4,0.4,2.4,0.7,166763.9,298.4,0.3,3.3,0.1,0.4,1.2,1.9,0,0,0.3,0.2,0.5,0.8,1,0.9,2,1.5,1,0.8,0,1.5,3.6,97221
CRS5490RES200mN1607400E723200,1,CRS5490RES1000mN1607000E723000,0,CRS5490RES1000mN1607000E723000,1017652,23,3.6,1,6.1,1.7,426174.4,762.5,0.7,8.4,0.3,0.9,2.9,4.9,0.1,0,0.8,0.6,1.2,2,2.5,2.4,5.1,3.8,2.6,2,0,3.8,9.1,97221
CRS5490RES200mN1607400E723400,1,CRS5490RES1000mN1607000E723000,0,CRS5490RES1000mN1607000E723000,1017652,18,2.8,0.8,4.8,1.3,333527.8,596.7,0.6,6.5,0.2,0.7,2.3,3.8,0.1,0,0.7,0.4,0.9,1.5,2,1.9,4,2.9,2.1,1.6,0,2.9,7.1,9722097221
CRS5490RES200mN1607400E723600,1,CRS5490RES1000mN1607000E723000,0,CRS5490RES1000mN1607000E723000,1017652,9.5,1.5,0.4,2.5,0.7,176028.6,314.9,0.3,3.5,0.1,0.4,1.2,2,0.1,0,0.4,0.2,0.5,0.8,1,1,2.1,1.6,1.1,0.8,0,1.6,3.8,97220
CRS5490RES200mN1607400E723800,0,CRS5490RES1000mN1607000E723000,0,CRS5490RES1000mN1607000E723000,1017654,39,6,2,10,3,857119.4,1135,2,12,0,1,5,8,0,0,1,1,0,8,3,3,10,6,5,2,0,4,14,97220
CRS5490RES200mN1607400E724000,1,CRS5490RES1000mN1607000E724000,0,CRS5490RES1000mN1607000E724000,1017657,11,1.7,0.5,2.5,0.8,210975,361.8,1.2,3.3,0.1,1.1,1.1,2.2,0,0,0.3,0.4,0.5,0.9,0.7,1.4,2.1,2.2,1.5,0.9,0.1,1.4,4.5,97220
CRS5490RES200mN1607400E724200,1,CRS5490RES1000mN1607000E724000,0,CRS5490RES1000mN1607000E724000,1017657,9,1.4,0.4,2.1,0.7,172615.9,296,1,2.7,0.1,0.9,0.9,1.8,0,0,0.3,0.3,0.4,0.8,0.5,1.2,1.7,1.8,1.2,0.8,0,1.2,3.7,97220
CRS5490RES200mN1607400E724400,1,CRS5490RES1000mN1607000E724000,0,CRS5490RES1000mN1607000E724000,1017657,13,2,0.5,3,1,249334.1,427.6,1.4,3.9,0.2,1.2,1.3,2.6,0,0,0.4,0.4,0.6,1.1,0.8,1.7,2.5,2.6,1.7,1.1,0.1,1.7,5.3,97220
CRS5490RES200mN1607400E724600,1,CRS5490RES1000mN1607000E724000,0,CRS5490RES1000mN1607000E724000,1017657,3,0.5,0.1,0.7,0.2,57538.6,98.7,0.3,0.9,0,0.3,0.3,0.6,0,0,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.6,0.4,0.3,0,0.4,1.2,97220
CRS5490RES200mN1607400E724800,1,CRS5490RES1000mN1607000E724000,0,CRS5490RES1000mN1607000E724000,1017657,1,0.2,0,0.2,0.1,19179.5,32.9,0.1,0.3,0,0.1,0.1,0.2,0,0,0,0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0,0.1,0.4,97220
CRS5490RES200mN1607400E725000,1,CRS5490RES1000mN1607000E725000,0,CRS5490RES1000mN1607000E725000,1017666,7,1.4,0.2,1.9,0.7,126313.6,246.5,0.3,3,0.2,0.9,1,1.2,0,0,0.2,0.1,0.3,0.3,0.5,1,1.6,1.5,1,0.5,0,1.1,3.3,97220
CRS5490RES200mN1607400E725200,0,CRS5490RES1000mN1607000E725000,0,CRS5490RES1000mN1607000E725000,1017674,65,11,4,18,3,987822.8,2157.8,1,23,0,4,6,13,1,0,2,3,3,9,3,11,11,10,9,4,0,13,24,97220
CRS5490RES200mN1607400E725400,1,CRS5490RES1000mN1607000E725000,0,CRS5490RES1000mN1607000E725000,1017666,12,2.3,0.4,3.3,1.2,216537.6,422.5,0.5,5.2,0.3,1.5,1.7,2.1,0.1,0,0.3,0.2,0.5,0.5,0.8,1.8,2.8,2.5,1.8,0.8,0,2,5.7,97220
CRS5490RES200mN1607400E725600,0,CRS5490RES1000mN1607000E725000,0,CRS5490RES1000mN1607000E725000,1017668,29,1,0,8,2,565795.2,851,0,11,1,2,4,4,0,0,0,0,0,1,3,2,4,9,3,7,0,2,11,97220
CRS5490RES200mN1607400E725800,0,CRS5490RES1000mN1607000E725000,0,CRS5490RES1000mN1607000E725000,1017672,45,3,2,12,3,1132410.4,1409,2,13,0,2,4,9,0,0,0,1,1,1,6,8,12,6,7,3,0,2,15,97220
CRS5490RES200mN1607400E726000,1,CRS5490RES1000mN1607000E726000,0,CRS5490RES1000mN1607000E726000,1017685,13,2.1,0.6,3.2,0.6,215171.7,431.1,0.4,5.1,0.2,1.2,1.6,1.7,0.8,0,0.5,0.3,0.4,1.3,0.7,1.2,3.2,2.4,2.2,0.8,0,2.2,5.5,97220
CRS5490RES200mN1607400E726200,1,CRS5490RES1000mN1607000E726000,0,CRS5490RES1000mN1607000E726000,1017685,6,1,0.3,1.5,0.3,99310,199,0.2,2.3,0.1,0.5,0.7,0.8,0.4,0,0.2,0.2,0.2,0.6,0.3,0.6,1.5,1.1,1,0.3,0,1,2.5,97220
CRS5490RES200mN1607400E726400,1,CRS5490RES1000mN1607000E726000,0,CRS5490RES1000mN1607000E726000,1017685,15,2.5,0.7,3.7,0.7,248275.1,497.4,0.5,5.8,0.2,1.4,1.8,2,0.9,0,0.6,0.4,0.4,1.5,0.8,1.4,3.7,2.8,2.5,0.9,0,2.6,6.3,97220
CRS5490RES200mN1607400E726600,1,CRS5490RES1000mN1607000E726000,0,CRS5490RES1000mN1607000E726000,1017685,3,0.5,0.1,0.7,0.1,49655,99.5,0.1,1.2,0,0.3,0.4,0.4,0.2,0,0.1,0.1,0.1,0.3,0.1,0.3,0.7,0.6,0.5,0.2,0,0.5,1.3,97220
CRS5490RES200mN1607400E726800,1,CRS5490RES1000mN1607000E726000,0,CRS5490RES1000mN1607000E726000,1017685,5,0.8,0.2,1.2,0.2,82758.4,165.8,0.2,1.9,0.1,0.4,0.6,0.7,0.3,0,0.2,0.1,0.2,0.5,0.3,0.5,1.2,0.9,0.8,0.3,0,0.9,2.1,97220
CRS5490RES200mN1607400E727000,1,CRS5490RES1000mN1607000E727000,0,CRS5490RES1000mN1607000E727000,1017690,24,4,0.6,6.9,1.5,419307,790.7,0.2,10,0.3,2.7,2,5.2,0,0,0.6,0.3,1.3,2.8,0.4,3.2,5.4,4,4,1.9,0.1,3.6,10.2,97220
CRS5490RES200mN1607400E727200,0,CRS5490RES1000mN1607000E727000,0,CRS5490RES1000mN1607000E727000,1017691,40,4,2,11,2,667678.4,1037,0,14,0,3,4,7,0,0,1,0,1,4,3,2,10,9,7,3,0,7,14,97220
CRS5490RES200mN1607400E727400,1,CRS5490RES1000mN1607000E727000,0,CRS5490RES1000mN1607000E727000,1017690,14,2.3,0.3,4,0.9,244595.8,461.2,0.1,5.8,0.2,1.5,1.2,3,0,0,0.3,0.2,0.8,1.6,0.2,1.9,3.2,2.3,2.3,1.1,0.1,2.1,5.9,97220
CRS5490RES200mN1607400E727600,1,CRS5490RES1000mN1607000E727000,0,CRS5490RES1000mN1607000E727000,1017690,1,0.2,0,0.3,0.1,17471.1,32.9,0,0.4,0,0.1,0.1,0.2,0,0,0,0,0.1,0.1,0,0.1,0.2,0.2,0.2,0.1,0,0.2,0.4,97220
CRS5490RES200mN1607400E727800,1,CRS5490RES1000mN1607000E727000,0,CRS5490RES1000mN1607000E727000,1017690,5,0.8,0.1,1.4,0.3,87355.6,164.7,0,2.1,0.1,0.5,0.4,1.1,0,0,0.1,0.1,0.3,0.6,0.1,0.7,1.1,0.8,0.8,0.4,0,0.8,2.1,97220
CRS5490RES200mN1607400E728200,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,3,0.3,0.1,0.8,0.2,49881.3,82.7,0,1.1,0,0.3,0.2,0.6,0,0,0.1,0,0.2,0.3,0.2,0.3,0.7,0.5,0.4,0.3,0,0.4,1.1,97220
CRS5490RES200mN1607400E728400,0,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017710,51,3,3,15,0,856468.6,1628.5,0,17,0,0,4,4,9,0,1,4,3,5,3,4,8,8,14,1,0,6,17,97220
CRS5490RES200mN1607400E728600,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,7,0.8,0.3,2,0.5,116389.6,193,0.1,2.5,0,0.7,0.4,1.4,0.1,0,0.3,0.1,0.4,0.7,0.4,0.8,1.7,1.1,0.9,0.6,0,1,2.6,97220
CRS5490RES200mN1607400E728800,1,CRS5490RES1000mN1607000E728000,0,CRS5490RES1000mN1607000E728000,1017709,3,0.3,0.1,0.8,0.2,49881.3,82.7,0,1.1,0,0.3,0.2,0.6,0,0,0.1,0,0.2,0.3,0.2,0.3,0.7,0.5,0.4,0.3,0,0.4,1.1,97220
CRS5490RES200mN1607400E729000,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,16,2.5,0.8,4.6,1.3,270248.3,506,0.5,5.8,0.1,1.4,1.2,3.4,0.2,0,0.3,0,0.9,1.1,1.4,1.6,4.3,2.9,2.1,1.3,0.1,2.2,6.3,97220
CRS5490RES200mN1607400E729200,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,13.5,2.1,0.7,3.8,1.1,228022,426.9,0.4,4.9,0.1,1.1,1,2.9,0.2,0,0.2,0.1,0.7,1,1.2,1.3,3.6,2.4,1.8,1.1,0.1,1.9,5.3,97220
CRS5490RES200mN1607400E729400,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,29,4.5,1.5,8.3,2.4,489825,917.1,0.8,10.6,0.2,2.4,2.2,6.2,0.4,0,0.5,0.1,1.6,2.1,2.5,2.9,7.8,5.2,3.9,2.3,0.1,4,11.4,9722097232
CRS5490RES200mN1607400E729600,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,1,0.2,0.1,0.3,0.1,16890.5,31.6,0,0.4,0,0.1,0.1,0.2,0,0,0,0,0,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0,0.1,0.4,97232
CRS5490RES200mN1607400E729800,1,CRS5490RES1000mN1607000E729000,0,CRS5490RES1000mN1607000E729000,1017711,5,0.8,0.3,1.4,0.4,84452.6,158.1,0.2,1.8,0,0.4,0.4,1.1,0.1,0,0.1,0,0.3,0.4,0.4,0.5,1.3,0.9,0.7,0.4,0,0.7,2,97232
CRS5490RES200mN1607400E730000,1,CRS5490RES1000mN1607000E730000,1,CRS5490RES2000mN1606000E730000,398326,9,1.5,0.4,2.7,0.6,157197.3,333.5,0.5,2.9,0,0.2,0.4,2.8,0,0,0.1,0.1,1,1.5,0.6,1.1,1.9,1.5,0.7,0.5,0,1,3.4,97232
CRS5490RES200mN1607400E731000,1,CRS5490RES1000mN1607000E731000,1,CRS5490RES2000mN1606000E730000,398326,15,2.5,0.7,4.5,1.1,261995.5,555.9,0.9,4.8,0,0.4,0.7,4.6,0,0,0.2,0.2,1.6,2.5,1,1.8,3.2,2.5,1.1,0.9,0,1.6,5.7,97232
CRS5490RES200mN1607400E732600,1,CRS5490RES1000mN1607000E732000,0,CRS5490RES2000mN1606000E732000,1017721,5,0.7,0.2,1.7,0.1,140857,198.1,0.1,1.8,0,0.2,0.4,1.3,0,0,0.1,0.1,0.2,0.1,0.3,0.6,0.8,1.2,1.5,0.1,0,0.3,1.9,97232
CRS5490RES200mN1607400E732800,1,CRS5490RES1000mN1607000E732000,0,CRS5490RES2000mN1606000E732000,1017721,4,0.6,0.2,1.4,0.1,112685.6,158.5,0.1,1.4,0,0.2,0.3,1,0,0,0.1,0.1,0.2,0.1,0.2,0.5,0.6,0.9,1.2,0.1,0,0.3,1.5,97232
CRS5490RES200mN1607600E707200,1,CRS5490RES1000mN1607000E707000,0,CRS5490RES1000mN1607000E707000,1017553,1,0.3,0,0.3,0,21969.5,40.5,0.2,0.4,0,0.1,0.2,0.3,0,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0.1,0.6,97202
CRS5490RES200mN1607600E707800,1,CRS5490RES1000mN1607000E707000,0,CRS5490RES1000mN1607000E707000,1017553,3,1,0.1,0.8,0.1,65908.6,121.4,0.4,1.3,0.1,0.1,0.6,0.9,0,0,0,0,0.1,0.1,0.2,0.4,0.7,0.6,0.7,0.2,0,0.3,1.7,9723197202
CRS5490RES200mN1607600E708000,0,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017571,78,17,0,19,5,1837559.3,2578.3,23,16,1,3,4,29,2,0,2,2,6,5,4,10,19,16,11,3,0,8,39,97231
CRS5490RES200mN1607600E708200,1,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017563,13,2.1,0.1,4.3,0.6,331418.6,535.2,0.5,5.5,0.4,0,1,3.7,0.9,0,0.4,0.2,0.5,0.6,0.8,1,4.3,1.9,2.8,0.5,0,1.3,6,97231
CRS5490RES200mN1607600E708400,1,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017563,11,1.8,0.1,3.6,0.5,280431.1,452.9,0.4,4.7,0.3,0,0.9,3.2,0.7,0,0.3,0.2,0.4,0.5,0.7,0.9,3.6,1.6,2.4,0.4,0,1.1,5.1,97231
CRS5490RES200mN1607600E708600,0,CRS5490RES1000mN1607000E708000,0,CRS5490RES1000mN1607000E708000,1017572,84.5,11,0,32,7,2619981.5,3459,23,17,0,0,0,40,0,0,5,0,4,4.5,6,19,16,21,7,2,0,3,40,97231
CRS5490RES200mN1607600E711400,1,CRS5490RES1000mN1607000E711000,0,CRS5490RES2000mN1606000E710000,1017579,24.5,3.5,0.9,7.9,1.8,712253.1,922,1.5,9.1,0,0.9,2.9,5.6,1.2,0,2.5,0.9,1.2,1.5,0.9,2.9,6.7,2.6,3.5,1.5,0.3,1.8,10.6,97231
