Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS5490RES200mN1592600E728800,1,CRS5490RES1000mN1592000E728000,1,CRS5490RES4000mN1592000E728000,174380,1,0.2,0.1,0.2,0,19527.6,43.8,0,0.4,0,0.1,0,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0,0,0.1,0.4,97226
CRS5490RES200mN1594200E728800,1,CRS5490RES1000mN1594000E728000,1,CRS5490RES4000mN1592000E728000,174380,6,1.4,0.4,1.2,0,117165.8,262.8,0,2.6,0.2,0.4,0.2,1.8,0,0,0.2,0,0.6,0.8,0.2,0.6,1.8,1,0.8,0,0,0.4,2.6,97226
CRS5490RES200mN1594400E729600,1,CRS5490RES1000mN1594000E729000,1,CRS5490RES4000mN1592000E728000,174380,5,1.2,0.3,1,0,97638.2,219,0,2.2,0.2,0.3,0.2,1.5,0,0,0.2,0,0.5,0.6,0.2,0.5,1.5,0.8,0.7,0,0,0.3,2.2,97226
CRS5490RES200mN1594600E730000,1,CRS5490RES1000mN1594000E730000,1,CRS5490RES4000mN1592000E728000,174380,1,0.2,0.1,0.2,0,19527.6,43.8,0,0.4,0,0.1,0,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0,0,0.1,0.4,97226
CRS5490RES200mN1595400E728800,1,CRS5490RES1000mN1595000E728000,1,CRS5490RES4000mN1592000E728000,174380,3,0.7,0.2,0.6,0,58582.9,131.4,0,1.3,0.1,0.2,0.1,0.9,0,0,0.1,0,0.3,0.4,0.1,0.3,0.9,0.5,0.4,0,0,0.2,1.3,97226
CRS5490RES200mN1595600E729200,1,CRS5490RES1000mN1595000E729000,1,CRS5490RES4000mN1592000E728000,174380,4,0.9,0.3,0.8,0,78110.5,175.2,0,1.7,0.1,0.3,0.1,1.2,0,0,0.1,0,0.4,0.5,0.2,0.4,1.2,0.7,0.5,0,0,0.3,1.7,97226
CRS5490RES200mN1595600E730400,1,CRS5490RES1000mN1595000E730000,1,CRS5490RES4000mN1592000E728000,174380,1,0.2,0.1,0.2,0,19527.6,43.8,0,0.4,0,0.1,0,0.3,0,0,0,0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0,0,0.1,0.4,97226
CRS5490RES200mN1595800E729000,1,CRS5490RES1000mN1595000E729000,1,CRS5490RES4000mN1592000E728000,174380,2,0.5,0.1,0.4,0,39055.3,87.6,0,0.9,0.1,0.1,0.1,0.6,0,0,0.1,0,0.2,0.2,0.1,0.2,0.6,0.3,0.3,0,0,0.1,0.9,97226
CRS5490RES200mN1595800E729200,1,CRS5490RES1000mN1595000E729000,1,CRS5490RES4000mN1592000E728000,174380,7,1.6,0.5,1.4,0,136693.4,306.6,0,3,0.2,0.5,0.2,2.1,0,0,0.2,0,0.7,0.9,0.2,0.7,2.1,1.2,1,0,0,0.5,3,97226
CRS5490RES200mN1596000E728000,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016974,17,7,0,10,0,429309.1,261.8,12,0,0,0,4,7,1,0,0,0,0,0,0,1,3,3,10,0,0,3,12,97226
CRS5490RES200mN1596200E728000,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016981,76,15,3,9,9,1232043.8,2559,23,10,0,2,2,29,0,21,3,1,11.5,10.5,7,8,15,10,10,0,0,14,33,97226
CRS5490RES200mN1596200E728200,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016983,89,17,2,14,11,1555427.5,2401,39,3,0,0,1,41,0,23,2,3,9,12,6,11,24,6,14,2,0,10,42,97226
CRS5490RES200mN1596200E730400,1,CRS5490RES1000mN1596000E730000,1,CRS5490RES2000mN1596000E730000,398118,4,0.7,0.1,1.4,0.3,71298.1,216.9,0,1.6,0,0.1,0.4,1.1,0,0,0,0,0.2,0.2,0.3,0.4,0.7,0.7,1.2,0.3,0,0.7,1.6,97226
CRS5490RES200mN1596200E733400,1,CRS5490RES1000mN1596000E733000,1,CRS5490RES4000mN1596000E732000,398130,3,0.4,0.1,1,0.1,52127.3,108.4,0.1,1.1,0,0.1,0.3,0.7,0.1,0,0,0,0.1,0.3,0.3,0.3,0.6,0.5,0.7,0.2,0,0.4,1.2,97226
CRS5490RES200mN1596400E728000,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016977,48,7,2,17,4,636792.8,1388,2,18,0,4,3,13,0,0,0,1,1,6,4,7,8,13,5,3,0,10,20,97226
CRS5490RES200mN1596400E728200,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016978,42,9,0,11,4,776636.6,1728.8,12,9,1,2,1,16,1,5,0,0,2,2,4,6,8,13,4,3,0,5,21,97226
CRS5490RES200mN1596400E728400,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016976,37,5,1,13,0,619653.8,1444,4,13,0,0,6,11,0,0,1,1,0,2,0,4,5,7,15,2,0,8,17,97226
CRS5490RES200mN1596400E728600,1,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016973,5,1.7,0,1.3,0.6,111708.5,193.8,1.6,1.3,0.1,0.4,0.2,1.6,0.6,0,0,0,0.1,0.6,0.4,0.4,1.9,0.9,0.6,0.1,0,0.4,2.9,97226
CRS5490RES200mN1596400E728800,1,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016973,1,0.3,0,0.3,0.1,22341.7,38.8,0.3,0.3,0,0.1,0.1,0.3,0.1,0,0,0,0,0.1,0.1,0.1,0.4,0.2,0.1,0,0,0.1,0.6,97226
CRS5490RES200mN1596400E729000,1,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016965,12,3,0,2,1.2,234480.3,430.2,4.2,2,0,0,0,6.2,0,0,0.2,0.2,0.7,1.7,0.3,2,2.3,1.3,3.3,0,0,2,6.2,97226
CRS5490RES200mN1596400E729200,1,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016965,16,4,0,2.7,1.7,312640.4,573.7,5.6,2.7,0,0,0,8.3,0,0,0.3,0.3,1,2.3,0.4,2.7,3,1.7,4.3,0,0,2.7,8.3,97226
CRS5490RES200mN1596400E730200,1,CRS5490RES1000mN1596000E730000,1,CRS5490RES2000mN1596000E730000,398118,4,0.7,0.1,1.4,0.3,71298.1,216.9,0,1.6,0,0.1,0.4,1.1,0,0,0,0,0.2,0.2,0.3,0.4,0.7,0.7,1.2,0.3,0,0.7,1.6,97226
CRS5490RES200mN1596600E728000,1,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016973,3,1,0,0.8,0.3,67025.1,116.3,0.9,0.8,0.1,0.3,0.1,0.9,0.3,0,0,0,0,0.3,0.3,0.3,1.1,0.5,0.4,0.1,0,0.3,1.7,97226
CRS5490RES200mN1596600E728200,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016984,85,17,0,21,10,1618118.3,3531,5,39,1,26,8,9,0,0,0,0,5,7,2,0,27,17,15,12,0,15,44,97226
CRS5490RES200mN1596600E728400,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016982,63,15,1,16,4,1119558.1,2358,12,22,0,11,7,16,0,0,1,1,3,2,4,4,14,11,14,9,0,11,34,97226
CRS5490RES200mN1596600E728600,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016975,25,10,0,7,2,468265,838,13,2,0,0,10,5,0,0,0,1,1,4,1,2,5,2,9,0,0,5,15,97226
CRS5490RES200mN1596600E728800,1,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016973,18.5,6.4,0,4.8,2.1,413321.3,717,5.9,4.8,0.5,1.6,0.5,5.9,2.2,0,0,0,0.3,2.1,1.6,1.6,7,3.2,2.2,0.5,0,1.6,10.7,97226
CRS5490RES200mN1596600E729000,0,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016967,61,20,0,20,3,1407642.5,2600.7,22,16,0,0,8,26,4,0,1,0,3,3,0,4,16,13,21,0,0,9,38,97226
CRS5490RES200mN1596600E729200,1,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016965,6,1.5,0,1,0.6,117240.1,215.1,2.1,1,0,0,0,3.1,0,0,0.1,0.1,0.4,0.9,0.1,1,1.1,0.6,1.7,0,0,1,3.1,97226
CRS5490RES200mN1596600E733000,1,CRS5490RES1000mN1596000E733000,1,CRS5490RES4000mN1596000E732000,398130,1,0.1,0,0.3,0,17375.8,36.1,0,0.4,0,0,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0.1,0.4,97226
CRS5490RES200mN1596600E733200,1,CRS5490RES1000mN1596000E733000,1,CRS5490RES4000mN1596000E732000,398130,2,0.2,0.1,0.7,0.1,34751.6,72.3,0.1,0.7,0,0,0.2,0.5,0.1,0,0,0,0.1,0.2,0.2,0.2,0.4,0.3,0.4,0.2,0,0.3,0.8,97226
CRS5490RES200mN1596800E728200,1,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016973,7,2.4,0,1.8,0.8,156391.9,271.3,2.3,1.8,0.2,0.6,0.2,2.3,0.8,0,0,0,0.1,0.8,0.6,0.6,2.7,1.2,0.8,0.2,0,0.6,4.1,97226
CRS5490RES200mN1596800E728400,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016979,47,11,1,17,3,903614.5,2007,8,17,2,6,5,12,0,0,0,0,5,3,1,0,9,11,14,4,0,10,25,97226
CRS5490RES200mN1596800E728600,0,CRS5490RES1000mN1596000E728000,0,CRS5490RES1000mN1596000E728000,1016980,51,13,1,14,3,1160404.4,2159.6,11,17,0,6,7,14,1,0,0,1,1,4,1,4,12,8,18,2,0,7,28,97226
CRS5490RES200mN1596800E729000,1,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016965,11,2.8,0,1.8,1.1,214940.2,394.4,3.9,1.8,0,0,0,5.7,0,0,0.2,0.2,0.7,1.6,0.2,1.8,2.1,1.2,3,0,0,1.8,5.7,97226
CRS5490RES200mN1596800E729200,0,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016966,58,7,0,17,4,1250866.4,1625,2,25,0,0,0,27,0,0,2,3,4,4,2,11,11,12,9,0,0,6,27,97226
CRS5490RES200mN1596800E729600,1,CRS5490RES1000mN1596000E729000,0,CRS5490RES1000mN1596000E729000,1016965,3,0.8,0,0.5,0.3,58620.1,107.6,1.1,0.5,0,0,0,1.6,0,0,0,0.1,0.2,0.4,0.1,0.5,0.6,0.3,0.8,0,0,0.5,1.6,97226
CRS5490RES200mN1596800E730200,1,CRS5490RES1000mN1596000E730000,1,CRS5490RES2000mN1596000E730000,398118,2,0.4,0,0.7,0.2,35649,108.4,0,0.8,0,0,0.2,0.6,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.6,0.2,0,0.4,0.8,97226
CRS5490RES200mN1596800E730400,1,CRS5490RES1000mN1596000E730000,1,CRS5490RES2000mN1596000E730000,398118,15,2.7,0.3,5.4,1.2,267367.9,813.3,0,6,0,0.3,1.5,4.2,0,0,0,0,0.6,0.9,1.2,1.5,2.7,2.4,4.5,1.2,0,2.7,6,97226
CRS5490RES200mN1597000E728400,1,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016968,9,2.7,0,2.3,0.3,167835.9,394,1.7,3.3,0.7,0.3,2,2,0,0,0,0,0,1.3,0,0.3,2.7,0.7,1.3,2.7,0,1.7,5,97226
CRS5490RES200mN1597000E728600,0,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016972,54,16,0,17,3,1025501.7,2473,9,23,0,6,13,13,0,0,0,1,0,4,4,2,17,11,10,5,0,14,32,97226
CRS5490RES200mN1597000E729600,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,4,0.7,0.1,1.6,0.4,96474.8,190.9,0.7,1.4,0.1,0.1,0.5,1.4,0,0,0.1,0,0.1,0.2,0.3,0.3,0.7,0.8,1.5,0,0,0.5,2.1,97226
CRS5490RES200mN1597000E729800,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,2,0.4,0,0.8,0.2,48237.4,95.5,0.3,0.7,0,0,0.3,0.7,0,0,0,0,0.1,0.1,0.1,0.1,0.4,0.4,0.8,0,0,0.3,1,97226
CRS5490RES200mN1597000E730400,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,5,0.6,0,1.5,0.2,125766.1,206.4,0.2,2,0,0.1,0.6,1.3,0.2,0,0,0,0.2,0.4,0.2,0.3,1.3,1,1.4,0.2,0,0.4,2.2,97226
CRS5490RES200mN1597000E730600,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,3,0.3,0,0.9,0.1,75459.6,123.9,0.1,1.2,0,0,0.4,0.8,0.1,0,0,0,0.1,0.2,0.1,0.2,0.8,0.6,0.8,0.2,0,0.2,1.3,97226
CRS5490RES200mN1597000E730800,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,9,1,0,2.7,0.4,226378.9,371.6,0.5,3.5,0,0.1,1.2,2.4,0.3,0,0,0,0.3,0.7,0.3,0.6,2.4,1.8,2.5,0.4,0,0.7,4,97226
CRS5490RES200mN1597000E731000,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,2,0.4,0,0.7,0.2,35649,108.4,0,0.8,0,0,0.2,0.6,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.6,0.2,0,0.4,0.8,97226
CRS5490RES200mN1597000E731200,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,6,1.1,0.1,2.2,0.5,106947.1,325.3,0,2.4,0,0.1,0.6,1.7,0,0,0,0,0.2,0.3,0.5,0.6,1.1,1,1.8,0.5,0,1.1,2.4,97226
CRS5490RES200mN1597000E731400,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,3,0.5,0.1,1.1,0.2,53473.6,162.7,0,1.2,0,0.1,0.3,0.8,0,0,0,0,0.1,0.2,0.2,0.3,0.6,0.5,0.9,0.2,0,0.5,1.2,97226
CRS5490RES200mN1597000E733800,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,2,0.2,0.1,0.7,0.1,34751.6,72.3,0.1,0.7,0,0,0.2,0.5,0.1,0,0,0,0.1,0.2,0.2,0.2,0.4,0.3,0.4,0.2,0,0.3,0.8,97226
CRS5490RES200mN1597200E728400,1,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016968,3,0.9,0,0.8,0.1,55945.3,131.3,0.6,1.1,0.2,0.1,0.7,0.7,0,0,0,0,0,0.4,0,0.1,0.9,0.2,0.5,0.9,0,0.6,1.7,97226
CRS5490RES200mN1597200E728600,1,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016968,12,3.6,0,3.1,0.4,223781.3,525.3,2.2,4.5,0.9,0.4,2.7,2.7,0,0,0,0,0,1.8,0,0.4,3.5,0.9,1.8,3.6,0,2.2,6.7,97226
CRS5490RES200mN1597200E729600,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,1,0.2,0,0.4,0.1,24118.7,47.7,0.2,0.3,0,0,0.1,0.4,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.4,0,0,0.1,0.5,97226
CRS5490RES200mN1597200E729800,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,2,0.4,0,0.8,0.2,48237.4,95.5,0.3,0.7,0,0,0.3,0.7,0,0,0,0,0.1,0.1,0.1,0.1,0.4,0.4,0.8,0,0,0.3,1,97226
CRS5490RES200mN1597200E730600,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,15,1.7,0,4.4,0.7,377298.2,619.3,0.7,5.9,0,0.2,2,3.9,0.5,0,0,0,0.5,1.2,0.5,1,3.9,3,4.2,0.7,0,1.2,6.6,97226
CRS5490RES200mN1597200E730800,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,6,0.7,0,1.8,0.3,150919.3,247.7,0.3,2.4,0,0.1,0.8,1.6,0.2,0,0,0,0.2,0.5,0.2,0.4,1.6,1.2,1.6,0.3,0,0.5,2.7,97226
CRS5490RES200mN1597200E731000,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,1,0.2,0,0.4,0.1,17824.5,54.2,0,0.4,0,0,0.1,0.3,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.1,0,0.2,0.4,97226
CRS5490RES200mN1597200E731200,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,1,0.2,0,0.4,0.1,17824.5,54.2,0,0.4,0,0,0.1,0.3,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.1,0,0.2,0.4,97226
CRS5490RES200mN1597200E733400,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,3,0.4,0.1,1,0.1,52127.3,108.4,0.1,1.1,0,0.1,0.3,0.7,0.1,0,0,0,0.1,0.3,0.3,0.3,0.6,0.5,0.7,0.2,0,0.4,1.2,97226
CRS5490RES200mN1597200E733800,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,6,0.7,0.2,2,0.3,104254.7,216.8,0.2,2.2,0,0.1,0.6,1.4,0.3,0,0.1,0.1,0.1,0.6,0.6,0.5,1.3,1,1.3,0.4,0,0.8,2.4,97226
CRS5490RES200mN1597200E734000,1,CRS5490RES1000mN1597000E734000,1,CRS5490RES4000mN1596000E732000,174381,8,1.3,0,2,0.7,105838.9,273.1,0.7,2.9,0,0,1.4,2,0.2,0,0.7,0,0.5,0.9,0.2,1.8,1.3,1.3,1.1,0.2,0,1.8,3.6,97226
CRS5490RES200mN1597400E729600,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,4,0.7,0.1,1.6,0.4,96474.8,190.9,0.7,1.4,0.1,0.1,0.5,1.4,0,0,0.1,0,0.1,0.2,0.3,0.3,0.7,0.8,1.5,0,0,0.5,2.1,97226
CRS5490RES200mN1597400E729800,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,2,0.4,0,0.8,0.2,48237.4,95.5,0.3,0.7,0,0,0.3,0.7,0,0,0,0,0.1,0.1,0.1,0.1,0.4,0.4,0.8,0,0,0.3,1,97226
CRS5490RES200mN1597400E730600,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,7,0.8,0,2.1,0.3,176072.5,289,0.3,2.8,0,0.1,0.9,1.9,0.2,0,0,0,0.2,0.6,0.2,0.5,1.8,1.4,2,0.3,0,0.6,3.1,97226
CRS5490RES200mN1597400E730800,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,13,1.5,0,3.8,0.6,326991.8,536.7,0.7,5.1,0,0.2,1.7,3.4,0.5,0,0,0,0.4,1.1,0.4,0.9,3.4,2.6,3.6,0.6,0,1.1,5.8,97226
CRS5490RES200mN1597400E731200,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,1,0.2,0,0.4,0.1,17824.5,54.2,0,0.4,0,0,0.1,0.3,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.1,0,0.2,0.4,97226
CRS5490RES200mN1597400E731800,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,5,0.9,0.1,1.8,0.4,89122.6,271.1,0,2,0,0.1,0.5,1.4,0,0,0,0,0.2,0.3,0.4,0.5,0.9,0.8,1.5,0.4,0,0.9,2,97226
CRS5490RES200mN1597400E733200,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,1,0.1,0,0.3,0,17375.8,36.1,0,0.4,0,0,0.1,0.2,0.1,0,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0,0.1,0.4,97226
CRS5490RES200mN1597400E733400,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,7,0.8,0.2,2.3,0.3,121630.5,252.9,0.2,2.6,0,0.2,0.7,1.6,0.3,0,0.1,0.1,0.2,0.7,0.7,0.6,1.5,1.1,1.5,0.5,0,0.9,2.8,97226
CRS5490RES200mN1597400E733600,0,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,1016987,32,0,0,11,1,650495.7,1301,4,7,0,0,2,9,0,0,0,0,0,3,8,0,10,8,1,2,0,2,11,97226
CRS5490RES200mN1597400E733800,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,9,1.1,0.3,3,0.4,156382,325.1,0.2,3.3,0,0.2,0.9,2,0.4,0,0.1,0.1,0.2,0.9,1,0.8,1.9,1.5,1.9,0.6,0,1.2,3.5,97226
CRS5490RES200mN1597400E734000,1,CRS5490RES1000mN1597000E734000,1,CRS5490RES4000mN1596000E732000,174381,16,2.7,0,4,1.3,211677.8,546.3,1.3,5.8,0,0,2.7,4,0.4,0,1.3,0,0.9,1.8,0.4,3.6,2.7,2.7,2.2,0.4,0,3.6,7.1,97226
CRS5490RES200mN1597600E728800,0,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016971,22,11,0,8,2,364549.8,890.8,6,10,0,0,10,5,1,0,1,0,0,1,1,0,8,4,6,1,0,7,16,97226
CRS5490RES200mN1597600E729000,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,9,1.6,0.2,3.7,0.8,217068.3,429.5,1.6,3.1,0.2,0.2,1.2,3.1,0,0,0.2,0,0.2,0.4,0.6,0.6,1.6,1.9,3.5,0,0,1.2,4.7,97226
CRS5490RES200mN1597600E731000,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,2,0.4,0,0.7,0.2,35649,108.4,0,0.8,0,0,0.2,0.6,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.3,0.6,0.2,0,0.4,0.8,97226
CRS5490RES200mN1597600E731600,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,3,0.5,0.1,1.1,0.2,53473.6,162.7,0,1.2,0,0.1,0.3,0.8,0,0,0,0,0.1,0.2,0.2,0.3,0.6,0.5,0.9,0.2,0,0.5,1.2,97226
CRS5490RES200mN1597600E732600,1,CRS5490RES1000mN1597000E732000,1,CRS5490RES4000mN1596000E732000,398130,3,0.4,0.1,1,0.1,52127.3,108.4,0.1,1.1,0,0.1,0.3,0.7,0.1,0,0,0,0.1,0.3,0.3,0.3,0.6,0.5,0.7,0.2,0,0.4,1.2,97226
CRS5490RES200mN1597600E732800,1,CRS5490RES1000mN1597000E732000,1,CRS5490RES4000mN1596000E732000,398130,4,0.5,0.1,1.3,0.2,69503.1,144.5,0.1,1.5,0,0.1,0.4,0.9,0.2,0,0,0,0.1,0.4,0.4,0.3,0.9,0.7,0.9,0.3,0,0.5,1.6,97226
CRS5490RES200mN1597600E733400,0,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,1016988,36,11,0,15,3,379016,1518.7,3,18,0,3,6,8,4,0,0,0,0,2,0,5,8,9,11,1,0,16,21,97226
CRS5490RES200mN1597600E733600,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,7,0.8,0.2,2.3,0.3,121630.5,252.9,0.2,2.6,0,0.2,0.7,1.6,0.3,0,0.1,0.1,0.2,0.7,0.7,0.6,1.5,1.1,1.5,0.5,0,0.9,2.8,97226
CRS5490RES200mN1597600E734200,1,CRS5490RES1000mN1597000E734000,1,CRS5490RES4000mN1596000E732000,174381,8,1.3,0,2,0.7,105838.9,273.1,0.7,2.9,0,0,1.4,2,0.2,0,0.7,0,0.5,0.9,0.2,1.8,1.3,1.3,1.1,0.2,0,1.8,3.6,97226
CRS5490RES200mN1597800E728400,1,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016968,3,0.9,0,0.8,0.1,55945.3,131.3,0.6,1.1,0.2,0.1,0.7,0.7,0,0,0,0,0,0.4,0,0.1,0.9,0.2,0.5,0.9,0,0.6,1.7,97226
CRS5490RES200mN1597800E728600,0,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016970,27,6,0,11,1,595684.4,1114,2,13,0,0,13,2,0,0,2,0,2,0,1,5,1,6,10,0,0,3,15,97226
CRS5490RES200mN1597800E728800,0,CRS5490RES1000mN1597000E728000,0,CRS5490RES1000mN1597000E728000,1016969,23,7,0,8,3,524118.7,601.8,12,2,0,0,11,2,1,0,1,0,1,1,2,5,7,2,4,0,0,4,14,97226
CRS5490RES200mN1597800E729000,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,7,1.3,0.2,2.9,0.6,168830.9,334.1,1.3,2.4,0.2,0.2,0.9,2.4,0,0,0.1,0,0.2,0.3,0.5,0.5,1.3,1.4,2.7,0,0,1,3.7,97226
CRS5490RES200mN1597800E729800,1,CRS5490RES1000mN1597000E729000,0,CRS5490RES1000mN1597000E729000,1016964,13,2.4,0.3,5.3,1.2,313543.2,620.5,2.4,4.4,0.3,0.3,1.8,4.4,0,0,0.3,0,0.3,0.6,0.9,0.9,2.4,2.6,5,0,0,1.8,6.8,97226
CRS5490RES200mN1597800E730000,0,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016986,401,50,16,22,70,5455244.1,11905,137,28,0,0,28,137,0,137,16,9,24,55,31,72,90,46,42,8,8,84,165,97226
CRS5490RES200mN1597800E730200,1,CRS5490RES1000mN1597000E730000,0,CRS5490RES2000mN1596000E730000,1016985,3,0.3,0,0.9,0.1,75459.6,123.9,0.1,1.2,0,0,0.4,0.8,0.1,0,0,0,0.1,0.2,0.1,0.2,0.8,0.6,0.8,0.2,0,0.2,1.3,97226
CRS5490RES200mN1597800E731600,1,CRS5490RES1000mN1597000E731000,1,CRS5490RES2000mN1596000E730000,398118,1,0.2,0,0.4,0.1,17824.5,54.2,0,0.4,0,0,0.1,0.3,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.1,0,0.2,0.4,97226
CRS5490RES200mN1597800E733200,0,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,1016989,77,11,4,24,5,1318684,2783.6,8,23,0,3,12,15,1,0,2,2,5,4,3,16,13,21,9,2,0,13,31,97226
CRS5490RES200mN1597800E733400,1,CRS5490RES1000mN1597000E733000,1,CRS5490RES4000mN1596000E732000,398130,4,0.5,0.1,1.3,0.2,69503.1,144.5,0.1,1.5,0,0.1,0.4,0.9,0.2,0,0,0,0.1,0.4,0.4,0.3,0.9,0.7,0.9,0.3,0,0.5,1.6,97226
